mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__class_weight,param_classifier__max_depth,param_classifier__max_features,param_classifier__min_samples_leaf,param_classifier__min_samples_split,param_classifier__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.33302650451660154,0.027175419497891897,0.01705341339111328,0.007241001300435809,balanced,10,sqrt,2,2,200,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 200}",0.5,0.5370370370370371,0.5092592592592593,0.5046728971962616,0.4953271028037383,0.5092592592592593,0.014645671857417835,293,0.7488372093023256,0.7651162790697674,0.7511627906976744,0.728538283062645,0.7563805104408353,0.7500070145146495,0.012103900352332424
0.494622802734375,0.021722326545914092,0.016739559173583985,0.0011146155668112182,balanced,10,sqrt,2,2,300,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 300}",0.49074074074074076,0.5277777777777778,0.49074074074074076,0.5233644859813084,0.514018691588785,0.5093284873658706,0.01581386884154638,279,0.7418604651162791,0.7534883720930232,0.7604651162790698,0.7447795823665894,0.7563805104408353,0.7513948092591594,0.00701677470242266
0.17757220268249513,0.014298075668198865,0.010960102081298828,0.002566327719986636,balanced,10,sqrt,2,5,100,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100}",0.4722222222222222,0.5092592592592593,0.49074074074074076,0.5327102803738317,0.4672897196261682,0.49444444444444435,0.02420196933700647,443,0.7348837209302326,0.727906976744186,0.7372093023255814,0.7331786542923434,0.7633410672853829,0.7393039443155454,0.012402574153781383
0.32988681793212893,0.013036086853635644,0.011601400375366212,0.0009059925129518905,balanced,10,sqrt,2,5,200,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 200}",0.5,0.5462962962962963,0.5092592592592593,0.514018691588785,0.48598130841121495,0.5111111111111112,0.020024207399496723,270,0.7418604651162791,0.7534883720930232,0.7418604651162791,0.7331786542923434,0.7540603248259861,0.7448896562887822,0.007918821136774078
0.47482857704162595,0.017226260041241892,0.017296314239501953,0.001374750016294698,balanced,10,sqrt,2,5,300,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 300}",0.49074074074074076,0.5555555555555556,0.5185185185185185,0.5233644859813084,0.4766355140186916,0.512962962962963,0.0274470236261897,249,0.7465116279069768,0.7604651162790698,0.7511627906976744,0.7470997679814385,0.7517401392111369,0.7513958884152592,0.0049947249913640385
0.18356895446777344,0.020424813457657936,0.009494590759277343,0.0009075076477395522,balanced,10,sqrt,2,10,100,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 100}",0.5277777777777778,0.5185185185185185,0.49074074074074076,0.5046728971962616,0.4672897196261682,0.5017999307718933,0.021334826012161273,380,0.7093023255813954,0.7046511627906977,0.7093023255813954,0.6890951276102089,0.7238979118329466,0.7072497706793288,0.011152850712250912
0.31221895217895507,0.01372580401972822,0.013055419921875,0.0012051335840375147,balanced,10,sqrt,2,10,200,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 200}",0.5370370370370371,0.5462962962962963,0.49074074074074076,0.5233644859813084,0.5046728971962616,0.5204222914503288,0.02041180187163401,136,0.7232558139534884,0.7209302325581395,0.7255813953488373,0.6983758700696056,0.7378190255220418,0.7211924674904224,0.012811154541064287
0.4553510665893555,0.02874105237688117,0.01663832664489746,0.0011293296575004268,balanced,10,sqrt,2,10,300,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 300}",0.5092592592592593,0.5277777777777778,0.5277777777777778,0.5327102803738317,0.5046728971962616,0.5204395984769816,0.011241496692289233,131,0.713953488372093,0.7046511627906977,0.7418604651162791,0.7215777262180975,0.7354988399071926,0.723508336480872,0.013646891043875913
0.16871175765991211,0.01672888155956376,0.010498666763305664,0.001124074688050201,balanced,10,sqrt,4,2,100,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100}",0.5,0.5185185185185185,0.5,0.5327102803738317,0.4205607476635514,0.4943579093111804,0.03889557004422231,445,0.6627906976744186,0.6511627906976745,0.6581395348837209,0.6450116009280742,0.6705336426914154,0.6575276533750607,0.008881360685530975
0.3246440887451172,0.026720288926841574,0.013352346420288087,0.001072480278497951,balanced,10,sqrt,4,2,200,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 200}",0.5,0.5555555555555556,0.49074074074074076,0.5233644859813084,0.4392523364485981,0.5017826237452405,0.038451118917805754,381,0.6883720930232559,0.6627906976744186,0.6534883720930232,0.6589327146171694,0.691415313225058,0.670999838126585,0.01573685968095763
0.453878116607666,0.019015927753197423,0.016071605682373046,0.0007277142991782597,balanced,10,sqrt,4,2,300,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 300}",0.49074074074074076,0.5370370370370371,0.5,0.5327102803738317,0.4392523364485981,0.49994807892004156,0.035263872687523456,395,0.6744186046511628,0.6674418604651163,0.6488372093023256,0.6728538283062645,0.6890951276102089,0.6705293260670157,0.01300230102006928
0.16737713813781738,0.010105259365946284,0.009514856338500976,0.0017266811127023777,balanced,10,sqrt,4,5,100,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100}",0.5,0.5185185185185185,0.5,0.5327102803738317,0.4205607476635514,0.4943579093111804,0.03889557004422231,445,0.6627906976744186,0.6511627906976745,0.6581395348837209,0.6450116009280742,0.6705336426914154,0.6575276533750607,0.008881360685530975
0.3144355773925781,0.02653839675023806,0.012362098693847657,0.0003743604950826735,balanced,10,sqrt,4,5,200,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 200}",0.5,0.5555555555555556,0.49074074074074076,0.5233644859813084,0.4392523364485981,0.5017826237452405,0.038451118917805754,381,0.6883720930232559,0.6627906976744186,0.6534883720930232,0.6589327146171694,0.691415313225058,0.670999838126585,0.01573685968095763
0.4496870994567871,0.013347754346496902,0.01557464599609375,0.0012568499233458368,balanced,10,sqrt,4,5,300,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 300}",0.49074074074074076,0.5370370370370371,0.5,0.5327102803738317,0.4392523364485981,0.49994807892004156,0.035263872687523456,395,0.6744186046511628,0.6674418604651163,0.6488372093023256,0.6728538283062645,0.6890951276102089,0.6705293260670157,0.01300230102006928
0.15239429473876953,0.006050939898734566,0.009627866744995116,0.0009901119183044118,balanced,10,sqrt,4,10,100,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 100}",0.5,0.5185185185185185,0.49074074074074076,0.5233644859813084,0.4485981308411215,0.4962443752163378,0.02663154963861406,422,0.6488372093023256,0.6395348837209303,0.6511627906976745,0.6310904872389791,0.6844547563805105,0.651016025468084,0.018175594595435985
0.30071110725402833,0.022222023824091598,0.013127470016479492,0.0013265675524693162,balanced,10,sqrt,4,10,200,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 200}",0.49074074074074076,0.5648148148148148,0.5,0.5046728971962616,0.4485981308411215,0.5017653167185878,0.03724271877067403,383,0.6790697674418604,0.6534883720930232,0.6372093023255814,0.6519721577726219,0.679814385150812,0.6603107969567799,0.016625560831220028
0.4403034210205078,0.015542232216949768,0.015790176391601563,0.0012107410622776758,balanced,10,sqrt,4,10,300,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 300}",0.49074074074074076,0.5462962962962963,0.5092592592592593,0.5420560747663551,0.48598130841121495,0.5148667358947733,0.02519901891981049,214,0.6697674418604651,0.6674418604651163,0.6395348837209303,0.6566125290023201,0.6751740139211136,0.6617061457939891,0.012623598400473713
0.1752084255218506,0.014084900962564942,0.015297174453735352,0.010632172232876621,balanced,10,log2,1,2,100,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100}",0.4444444444444444,0.5,0.49074074074074076,0.5046728971962616,0.4672897196261682,0.48142956040152296,0.022537284268760966,554,0.8906976744186047,0.9418604651162791,0.9232558139534883,0.8816705336426914,0.9234338747099768,0.9121836723682082,0.022461394180238122
0.3262903690338135,0.03903118957301661,0.014375543594360352,0.0013149059764857648,balanced,10,log2,1,2,200,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 200}",0.4722222222222222,0.5,0.4444444444444444,0.5607476635514018,0.4766355140186916,0.490809968847352,0.03917121177740075,457,0.9162790697674419,0.9372093023255814,0.9162790697674419,0.9095127610208816,0.9327146171693735,0.9223989640101442,0.010646306962354853
0.4698375701904297,0.02039442257437633,0.020674371719360353,0.005958988145336303,balanced,10,log2,1,2,300,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 300}",0.5,0.5370370370370371,0.4537037037037037,0.5514018691588785,0.4953271028037383,0.5074939425406716,0.0343461247026682,307,0.9209302325581395,0.9325581395348838,0.9279069767441861,0.9048723897911833,0.9373549883990719,0.924724545405493,0.011309518548036664
0.17621326446533203,0.020961439208962897,0.009497499465942383,0.00041372386863165045,balanced,10,log2,1,5,100,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100}",0.4722222222222222,0.5277777777777778,0.49074074074074076,0.5607476635514018,0.4766355140186916,0.5056247836621668,0.033784406564175626,333,0.8418604651162791,0.8558139534883721,0.8325581395348837,0.8538283062645011,0.8584686774941995,0.8485059083796471,0.009792706043565158
0.32074809074401855,0.02167890194108106,0.013663578033447265,0.0007611772541026059,balanced,10,log2,1,5,200,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 200}",0.5185185185185185,0.5462962962962963,0.49074074074074076,0.5514018691588785,0.514018691588785,0.5241952232606437,0.022287432264086797,90,0.8767441860465116,0.8767441860465116,0.8604651162790697,0.8607888631090487,0.877030162412993,0.870354502778827,0.007943827335831375
0.4614736557006836,0.00820382325294279,0.016146326065063478,0.000801696964756886,balanced,10,log2,1,5,300,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 300}",0.5185185185185185,0.5370370370370371,0.46296296296296297,0.5514018691588785,0.5233644859813084,0.5186569747317411,0.030113311277836962,151,0.8790697674418605,0.8837209302325582,0.872093023255814,0.8654292343387471,0.8955916473317865,0.8791809205201533,0.010288665201505105
0.1587526321411133,0.00946746833931065,0.009445428848266602,0.0009171080230764422,balanced,10,log2,1,10,100,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 100}",0.5185185185185185,0.4537037037037037,0.5092592592592593,0.5327102803738317,0.4766355140186916,0.498165455174801,0.02888269493877766,399,0.8069767441860465,0.827906976744186,0.8046511627906977,0.8004640371229699,0.8120649651972158,0.8104127772082232,0.00951584673546927
0.31816492080688474,0.0228508117756052,0.013109874725341798,0.0008963000820038072,balanced,10,log2,1,10,200,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 200}",0.5277777777777778,0.4722222222222222,0.48148148148148145,0.5514018691588785,0.514018691588785,0.509380408445829,0.029274087376036026,277,0.8209302325581396,0.8488372093023255,0.8093023255813954,0.8190255220417634,0.8422273781902552,0.8280645335347758,0.014944648900264763
0.46329512596130373,0.035357552677682036,0.01877117156982422,0.0029916868530382667,balanced,10,log2,1,10,300,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 300}",0.5,0.5185185185185185,0.48148148148148145,0.5514018691588785,0.5233644859813084,0.5149532710280373,0.023477311780733905,198,0.8302325581395349,0.8395348837209302,0.8162790697674419,0.8051044083526682,0.851508120649652,0.8285318081260454,0.0164368112343216
0.15097827911376954,0.010213908702005127,0.009109830856323243,0.0007830443732786455,balanced,10,log2,2,2,100,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100}",0.46296296296296297,0.3888888888888889,0.4722222222222222,0.514018691588785,0.48598130841121495,0.4648148148148148,0.04169433344771014,590,0.6790697674418604,0.6302325581395349,0.6395348837209303,0.6473317865429234,0.6960556844547564,0.6584449360600011,0.024967909419597978
0.29597744941711424,0.022784764302444735,0.014239025115966798,0.0017889738513427718,balanced,10,log2,2,2,200,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 200}",0.46296296296296297,0.4351851851851852,0.46296296296296297,0.5420560747663551,0.48598130841121495,0.47782969885773624,0.03592233377542683,571,0.7046511627906977,0.686046511627907,0.6697674418604651,0.6890951276102089,0.7076566125290024,0.6914433712836561,0.013724439566162056
0.4355177402496338,0.01564799281206332,0.01744537353515625,0.0009569284994571957,balanced,10,log2,2,2,300,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 300}",0.4722222222222222,0.4722222222222222,0.48148148148148145,0.5607476635514018,0.514018691588785,0.5001384562132225,0.033978969657318364,387,0.7,0.6837209302325581,0.6767441860465117,0.6937354988399071,0.7146171693735499,0.6937635568985054,0.013147475024668833
0.16730270385742188,0.013259470581929588,0.009566211700439453,0.001977994950990377,balanced,10,log2,2,5,100,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100}",0.42592592592592593,0.4351851851851852,0.46296296296296297,0.5233644859813084,0.4672897196261682,0.4629456559363101,0.03408932489577023,591,0.6953488372093023,0.6488372093023256,0.6325581395348837,0.6635730858468677,0.6937354988399071,0.6668105541466574,0.024682530176302682
0.29435367584228517,0.013171436892514491,0.013458776473999023,0.0012928590029129942,balanced,10,log2,2,5,200,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 200}",0.4722222222222222,0.48148148148148145,0.49074074074074076,0.5514018691588785,0.4766355140186916,0.4944963655244029,0.029109708842291124,437,0.7255813953488373,0.6813953488372093,0.6767441860465117,0.6728538283062645,0.7099767981438515,0.6933103113365349,0.020756036145084922
0.45531086921691893,0.02510507129385852,0.017433738708496092,0.0015039224946574621,balanced,10,log2,2,5,300,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 300}",0.4537037037037037,0.46296296296296297,0.4351851851851852,0.5420560747663551,0.5046728971962616,0.4797161647628937,0.03859903863063368,566,0.7093023255813954,0.6790697674418604,0.6651162790697674,0.6937354988399071,0.7331786542923434,0.6960805050450547,0.023684327113198175
0.16309876441955568,0.018577021836444545,0.010166501998901368,0.001650935159493352,balanced,10,log2,2,10,100,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 100}",0.48148148148148145,0.42592592592592593,0.5092592592592593,0.48598130841121495,0.45794392523364486,0.47211838006230533,0.02826287793890339,583,0.6488372093023256,0.5976744186046512,0.641860465116279,0.6473317865429234,0.6937354988399071,0.6458878756812172,0.030466164735501594
0.3142964839935303,0.030786378428683675,0.014552497863769531,0.0018787272121367222,balanced,10,log2,2,10,200,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 200}",0.49074074074074076,0.5,0.5277777777777778,0.5327102803738317,0.48598130841121495,0.5074420214607132,0.01921929530024121,313,0.672093023255814,0.6604651162790698,0.6674418604651163,0.679814385150812,0.7122969837587007,0.6784222737819026,0.018069434659040238
0.4634537696838379,0.03835634850873966,0.01657447814941406,0.0005131724199337931,balanced,10,log2,2,10,300,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 300}",0.4722222222222222,0.49074074074074076,0.4722222222222222,0.5327102803738317,0.5046728971962616,0.4945136725510557,0.022672640889537778,435,0.6790697674418604,0.6581395348837209,0.6511627906976745,0.665893271461717,0.7122969837587007,0.6733124696487346,0.021581517773435293
0.17170338630676268,0.026753658980724796,0.009314203262329101,0.0008545760769196166,balanced,10,log2,4,2,100,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100}",0.46296296296296297,0.49074074074074076,0.49074074074074076,0.514018691588785,0.45794392523364486,0.48328141225337484,0.020546976098442873,542,0.6023255813953489,0.5790697674418605,0.5930232558139535,0.5591647331786543,0.6264501160092807,0.5920066907678195,0.02253805942875441
0.29697299003601074,0.01226039076239587,0.012870073318481445,0.0009556026037667044,balanced,10,log2,4,2,200,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 200}",0.46296296296296297,0.5092592592592593,0.4722222222222222,0.5327102803738317,0.4766355140186916,0.4907580477673936,0.026145264101711346,464,0.627906976744186,0.6139534883720931,0.6116279069767442,0.605568445475638,0.6403712296983759,0.6198856094534075,0.012588596944198643
0.4434057712554932,0.02685656452881311,0.017075872421264647,0.0016016890130169665,balanced,10,log2,4,2,300,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 300}",0.4722222222222222,0.5277777777777778,0.46296296296296297,0.4953271028037383,0.4953271028037383,0.49072343371408794,0.022487109708253402,476,0.6302325581395349,0.6186046511627907,0.5930232558139535,0.5893271461716937,0.6450116009280742,0.6152398424432095,0.021389275885201866
0.163199520111084,0.027327953608861113,0.009678316116333009,0.0005754821093074018,balanced,10,log2,4,5,100,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100}",0.46296296296296297,0.49074074074074076,0.49074074074074076,0.514018691588785,0.45794392523364486,0.48328141225337484,0.020546976098442873,542,0.6023255813953489,0.5790697674418605,0.5930232558139535,0.5591647331786543,0.6264501160092807,0.5920066907678195,0.02253805942875441
